"Quarter","Region","State","Purpose","Trips"
13514,"Outback NSW","New South Wales","Visiting",22.5071553
13604,"Outback NSW","New South Wales","Visiting",24.3961319
13695,"Outback NSW","New South Wales","Visiting",32.7188198
13787,"Outback NSW","New South Wales","Visiting",19.5924046
13879,"Outback NSW","New South Wales","Visiting",12.5458615
13970,"Outback NSW","New South Wales","Visiting",17.8621616
14061,"Outback NSW","New South Wales","Visiting",5.5264309
14153,"Outback NSW","New South Wales","Visiting",29.7358037
14245,"Outback NSW","New South Wales","Visiting",27.3858851
14335,"Outback NSW","New South Wales","Visiting",17.6009211
14426,"Outback NSW","New South Wales","Visiting",27.5724226
14518,"Outback NSW","New South Wales","Visiting",9.8824794
14610,"Outback NSW","New South Wales","Visiting",17.4749232
14700,"Outback NSW","New South Wales","Visiting",29.4071743
14791,"Outback NSW","New South Wales","Visiting",29.446958
14883,"Outback NSW","New South Wales","Visiting",14.9749443
14975,"Outback NSW","New South Wales","Visiting",10.5682144
15065,"Outback NSW","New South Wales","Visiting",11.3592636
15156,"Outback NSW","New South Wales","Visiting",10.849501
15248,"Outback NSW","New South Wales","Visiting",27.0186116
15340,"Outback NSW","New South Wales","Visiting",11.8149588
15431,"Outback NSW","New South Wales","Visiting",15.2845095
15522,"Outback NSW","New South Wales","Visiting",8.655087
15614,"Outback NSW","New South Wales","Visiting",7.3572761
15706,"Outback NSW","New South Wales","Visiting",18.5733745
15796,"Outback NSW","New South Wales","Visiting",11.3391949
15887,"Outback NSW","New South Wales","Visiting",23.1390071
15979,"Outback NSW","New South Wales","Visiting",20.06609
16071,"Outback NSW","New South Wales","Visiting",8.9457717
16161,"Outback NSW","New South Wales","Visiting",25.5757036
16252,"Outback NSW","New South Wales","Visiting",17.1857541
16344,"Outback NSW","New South Wales","Visiting",15.9067702
16436,"Outback NSW","New South Wales","Visiting",15.1423613
16526,"Outback NSW","New South Wales","Visiting",34.3139367
16617,"Outback NSW","New South Wales","Visiting",3.6305237
16709,"Outback NSW","New South Wales","Visiting",14.0982198
16801,"Outback NSW","New South Wales","Visiting",7.1042205
16892,"Outback NSW","New South Wales","Visiting",27.5066887
16983,"Outback NSW","New South Wales","Visiting",17.8724981
17075,"Outback NSW","New South Wales","Visiting",20.181809
17167,"Outback NSW","New South Wales","Visiting",13.7284897
17257,"Outback NSW","New South Wales","Visiting",20.052368
17348,"Outback NSW","New South Wales","Visiting",32.1973086
17440,"Outback NSW","New South Wales","Visiting",32.9068879
10227,"Peninsula","Victoria","Business",48.7638987
10317,"Peninsula","Victoria","Business",8.0181598
10408,"Peninsula","Victoria","Business",0
10500,"Peninsula","Victoria","Business",5.4434348
10592,"Peninsula","Victoria","Business",17.0712415
10682,"Peninsula","Victoria","Business",11.3384864
10773,"Peninsula","Victoria","Business",0
10865,"Peninsula","Victoria","Business",35.1815592
10957,"Peninsula","Victoria","Business",8.2334134
11048,"Peninsula","Victoria","Business",3.3158059
11139,"Peninsula","Victoria","Business",5.9597521
11231,"Peninsula","Victoria","Business",3.1970367
11323,"Peninsula","Victoria","Business",39.3767435
11413,"Peninsula","Victoria","Business",7.8074886
11504,"Peninsula","Victoria","Business",7.4158647
11596,"Peninsula","Victoria","Business",17.4760347
11688,"Peninsula","Victoria","Business",11.6183706
11778,"Peninsula","Victoria","Business",0
11869,"Peninsula","Victoria","Business",2.1296536
11961,"Peninsula","Victoria","Business",6.3266576
12053,"Peninsula","Victoria","Business",17.5106423
12143,"Peninsula","Victoria","Business",4.9556963
12234,"Peninsula","Victoria","Business",6.4550153
12326,"Peninsula","Victoria","Business",2.1929377
12418,"Peninsula","Victoria","Business",12.2732828
12509,"Peninsula","Victoria","Business",29.4375977
12600,"Peninsula","Victoria","Business",16.8095892
12692,"Peninsula","Victoria","Business",11.7199357
12784,"Peninsula","Victoria","Business",14.8466865
12874,"Peninsula","Victoria","Business",15.510285
12965,"Peninsula","Victoria","Business",13.1419406
13057,"Peninsula","Victoria","Business",12.7114465
13149,"Peninsula","Victoria","Business",6.008011
13239,"Peninsula","Victoria","Business",12.440093
13330,"Peninsula","Victoria","Business",10.303427
13422,"Peninsula","Victoria","Business",20.428208
13514,"Peninsula","Victoria","Business",24.1982834
13604,"Peninsula","Victoria","Business",6.0725019
13695,"Peninsula","Victoria","Business",12.5598757
13787,"Peninsula","Victoria","Business",10.9663834
13879,"Peninsula","Victoria","Business",7.7297507
13970,"Peninsula","Victoria","Business",6.8987057
14061,"Peninsula","Victoria","Business",9.6652034
14153,"Peninsula","Victoria","Business",17.0004574
14245,"Peninsula","Victoria","Business",3.0786009
14335,"Peninsula","Victoria","Business",7.179319
14426,"Peninsula","Victoria","Business",9.7402877
14518,"Peninsula","Victoria","Business",6.8454823
14610,"Peninsula","Victoria","Business",11.2615375
14700,"Peninsula","Victoria","Business",13.6302662
14791,"Peninsula","Victoria","Business",3.5161121
14883,"Peninsula","Victoria","Business",4.6818439
14975,"Peninsula","Victoria","Business",7.5318748
15065,"Peninsula","Victoria","Business",9.0103932
15156,"Peninsula","Victoria","Business",13.3374058
15248,"Peninsula","Victoria","Business",36.40686
15340,"Peninsula","Victoria","Business",3.5766722
15431,"Peninsula","Victoria","Business",10.0236705
15522,"Peninsula","Victoria","Business",9.4615875
15614,"Peninsula","Victoria","Business",12.453241
15706,"Peninsula","Victoria","Business",30.0216198
15796,"Peninsula","Victoria","Business",28.5176357
15887,"Peninsula","Victoria","Business",26.1038344
15979,"Peninsula","Victoria","Business",23.0373906
16071,"Peninsula","Victoria","Business",27.7297649
16161,"Peninsula","Victoria","Business",5.5343548
16252,"Peninsula","Victoria","Business",5.2666836
16344,"Peninsula","Victoria","Business",29.7777201
16436,"Peninsula","Victoria","Business",17.1175632
16526,"Peninsula","Victoria","Business",19.6344792
16617,"Peninsula","Victoria","Business",20.1687733
16709,"Peninsula","Victoria","Business",14.437078
16801,"Peninsula","Victoria","Business",22.7885966
16892,"Peninsula","Victoria","Business",14.7210561
16983,"Peninsula","Victoria","Business",19.7412197
17075,"Peninsula","Victoria","Business",20.530129
17167,"Peninsula","Victoria","Business",15.7182449
17257,"Peninsula","Victoria","Business",14.6002955
17348,"Peninsula","Victoria","Business",29.9409156
17440,"Peninsula","Victoria","Business",23.6871057
10227,"Peninsula","Victoria","Holiday",477.8681122
10317,"Peninsula","Victoria","Holiday",179.5074289
10408,"Peninsula","Victoria","Holiday",132.8628739
10500,"Peninsula","Victoria","Holiday",199.9774783
10592,"Peninsula","Victoria","Holiday",458.0430431
10682,"Peninsula","Victoria","Holiday",171.1200316
10773,"Peninsula","Victoria","Holiday",104.3811706
10865,"Peninsula","Victoria","Holiday",125.7832518
10957,"Peninsula","Victoria","Holiday",318.4043573
11048,"Peninsula","Victoria","Holiday",180.9165052
11139,"Peninsula","Victoria","Holiday",96.5587635
11231,"Peninsula","Victoria","Holiday",181.9094395
11323,"Peninsula","Victoria","Holiday",467.0548141
11413,"Peninsula","Victoria","Holiday",180.8149924
11504,"Peninsula","Victoria","Holiday",134.992634
11596,"Peninsula","Victoria","Holiday",155.4936429
11688,"Peninsula","Victoria","Holiday",268.463583
11778,"Peninsula","Victoria","Holiday",128.0695208
11869,"Peninsula","Victoria","Holiday",87.3401137
11961,"Peninsula","Victoria","Holiday",131.4011423
12053,"Peninsula","Victoria","Holiday",316.2561713
12143,"Peninsula","Victoria","Holiday",155.264324
12234,"Peninsula","Victoria","Holiday",97.4072091
12326,"Peninsula","Victoria","Holiday",132.8891855
12418,"Peninsula","Victoria","Holiday",225.9454183
12509,"Peninsula","Victoria","Holiday",169.3193896
12600,"Peninsula","Victoria","Holiday",98.6425602
12692,"Peninsula","Victoria","Holiday",120.9333684
12784,"Peninsula","Victoria","Holiday",213.3020414
12874,"Peninsula","Victoria","Holiday",95.8740748
12965,"Peninsula","Victoria","Holiday",78.1724348
13057,"Peninsula","Victoria","Holiday",148.4766801
13149,"Peninsula","Victoria","Holiday",321.312365
13239,"Peninsula","Victoria","Holiday",139.703062
13330,"Peninsula","Victoria","Holiday",92.039129
13422,"Peninsula","Victoria","Holiday",110.084232
13514,"Peninsula","Victoria","Holiday",282.9276621
13604,"Peninsula","Victoria","Holiday",156.2621984
13695,"Peninsula","Victoria","Holiday",70.8651858
13787,"Peninsula","Victoria","Holiday",162.2598185
13879,"Peninsula","Victoria","Holiday",356.7402036
13970,"Peninsula","Victoria","Holiday",110.2139821
14061,"Peninsula","Victoria","Holiday",123.813073
14153,"Peninsula","Victoria","Holiday",145.1968636
14245,"Peninsula","Victoria","Holiday",311.5069405
14335,"Peninsula","Victoria","Holiday",128.9329095
14426,"Peninsula","Victoria","Holiday",127.3206254
14518,"Peninsula","Victoria","Holiday",134.5875151
14610,"Peninsula","Victoria","Holiday",290.4062821
14700,"Peninsula","Victoria","Holiday",102.9045906
14791,"Peninsula","Victoria","Holiday",97.6699737
14883,"Peninsula","Victoria","Holiday",110.7384796
14975,"Peninsula","Victoria","Holiday",219.7654038
15065,"Peninsula","Victoria","Holiday",153.5420554
15156,"Peninsula","Victoria","Holiday",68.939726
15248,"Peninsula","Victoria","Holiday",156.6066554
15340,"Peninsula","Victoria","Holiday",312.174453
15431,"Peninsula","Victoria","Holiday",153.3067024
15522,"Peninsula","Victoria","Holiday",66.4097572
15614,"Peninsula","Victoria","Holiday",141.1714075
15706,"Peninsula","Victoria","Holiday",350.0525415
15796,"Peninsula","Victoria","Holiday",117.7856301
15887,"Peninsula","Victoria","Holiday",136.7730997
15979,"Peninsula","Victoria","Holiday",132.5173497
16071,"Peninsula","Victoria","Holiday",322.7015356
16161,"Peninsula","Victoria","Holiday",161.8878937
16252,"Peninsula","Victoria","Holiday",132.8477369
16344,"Peninsula","Victoria","Holiday",141.0936525
16436,"Peninsula","Victoria","Holiday",310.7912878
16526,"Peninsula","Victoria","Holiday",163.6999673
16617,"Peninsula","Victoria","Holiday",128.1001122
16709,"Peninsula","Victoria","Holiday",198.2120416
16801,"Peninsula","Victoria","Holiday",375.8820248
16892,"Peninsula","Victoria","Holiday",182.0246881
16983,"Peninsula","Victoria","Holiday",112.7025117
17075,"Peninsula","Victoria","Holiday",188.3519158
17167,"Peninsula","Victoria","Holiday",377.7550754
17257,"Peninsula","Victoria","Holiday",210.8934807
17348,"Peninsula","Victoria","Holiday",146.3538178
17440,"Peninsula","Victoria","Holiday",250.8747039
10227,"Peninsula","Victoria","Other",10.5851463
10317,"Peninsula","Victoria","Other",0
10408,"Peninsula","Victoria","Other",4.7698609
10500,"Peninsula","Victoria","Other",3.9661891
10592,"Peninsula","Victoria","Other",3.1482304
10682,"Peninsula","Victoria","Other",6.5238058
10773,"Peninsula","Victoria","Other",0
10865,"Peninsula","Victoria","Other",4.0174886
10957,"Peninsula","Victoria","Other",17.8765823
11048,"Peninsula","Victoria","Other",7.4438675
11139,"Peninsula","Victoria","Other",7.6583951
11231,"Peninsula","Victoria","Other",1.9575777
11323,"Peninsula","Victoria","Other",4.0455458
11413,"Peninsula","Victoria","Other",8.8528794
11504,"Peninsula","Victoria","Other",0
11596,"Peninsula","Victoria","Other",4.4368061
11688,"Peninsula","Victoria","Other",5.7781264
11778,"Peninsula","Victoria","Other",3.7026695
11869,"Peninsula","Victoria","Other",6.2820365
11961,"Peninsula","Victoria","Other",2.4862492
12053,"Peninsula","Victoria","Other",3.0686965
12143,"Peninsula","Victoria","Other",4.8484441
12234,"Peninsula","Victoria","Other",0
12326,"Peninsula","Victoria","Other",0
12418,"Peninsula","Victoria","Other",3.7079333
12509,"Peninsula","Victoria","Other",7.4731034
12600,"Peninsula","Victoria","Other",10.0633966
12692,"Peninsula","Victoria","Other",0
12784,"Peninsula","Victoria","Other",0
12874,"Peninsula","Victoria","Other",3.3440201
12965,"Peninsula","Victoria","Other",3.0692061
13057,"Peninsula","Victoria","Other",2.5008789
13149,"Peninsula","Victoria","Other",7.244393
13239,"Peninsula","Victoria","Other",3.034319
13330,"Peninsula","Victoria","Other",0
13422,"Peninsula","Victoria","Other",0.699357
13514,"Peninsula","Victoria","Other",5.1930868
13604,"Peninsula","Victoria","Other",0
13695,"Peninsula","Victoria","Other",6.8445611
13787,"Peninsula","Victoria","Other",15.4804239
13879,"Peninsula","Victoria","Other",0
13970,"Peninsula","Victoria","Other",0.6561996
14061,"Peninsula","Victoria","Other",10.2482745
14153,"Peninsula","Victoria","Other",3.1285468
14245,"Peninsula","Victoria","Other",3.40126
14335,"Peninsula","Victoria","Other",0
14426,"Peninsula","Victoria","Other",8.8509358
14518,"Peninsula","Victoria","Other",2.9187661
14610,"Peninsula","Victoria","Other",5.2350663
14700,"Peninsula","Victoria","Other",4.7383248
14791,"Peninsula","Victoria","Other",3.8358901
14883,"Peninsula","Victoria","Other",8.1552788
14975,"Peninsula","Victoria","Other",14.0902118
15065,"Peninsula","Victoria","Other",1.627534
15156,"Peninsula","Victoria","Other",7.1731901
15248,"Peninsula","Victoria","Other",6.8524962
15340,"Peninsula","Victoria","Other",20.5918814
15431,"Peninsula","Victoria","Other",2.5357168
15522,"Peninsula","Victoria","Other",7.4699419
15614,"Peninsula","Victoria","Other",0
15706,"Peninsula","Victoria","Other",0
15796,"Peninsula","Victoria","Other",0
15887,"Peninsula","Victoria","Other",2.2982338
15979,"Peninsula","Victoria","Other",7.9515863
16071,"Peninsula","Victoria","Other",14.3997789
16161,"Peninsula","Victoria","Other",1.1408812
16252,"Peninsula","Victoria","Other",11.4946132
16344,"Peninsula","Victoria","Other",11.562148
16436,"Peninsula","Victoria","Other",8.7578141
16526,"Peninsula","Victoria","Other",0
16617,"Peninsula","Victoria","Other",15.4853802
16709,"Peninsula","Victoria","Other",3.2833762
16801,"Peninsula","Victoria","Other",7.2468044
16892,"Peninsula","Victoria","Other",6.503763
16983,"Peninsula","Victoria","Other",6.26055
17075,"Peninsula","Victoria","Other",10.4765321
17167,"Peninsula","Victoria","Other",4.4733054
17257,"Peninsula","Victoria","Other",5.2191533
17348,"Peninsula","Victoria","Other",14.2975734
17440,"Peninsula","Victoria","Other",14.8468826
10227,"Peninsula","Victoria","Visiting",157.5065218
10317,"Peninsula","Victoria","Visiting",59.1050406
10408,"Peninsula","Victoria","Visiting",45.798122
10500,"Peninsula","Victoria","Visiting",89.6292393
10592,"Peninsula","Victoria","Visiting",86.607919
10682,"Peninsula","Victoria","Visiting",58.3852003
10773,"Peninsula","Victoria","Visiting",40.3551413
10865,"Peninsula","Victoria","Visiting",82.7230524
10957,"Peninsula","Victoria","Visiting",80.0857841
11048,"Peninsula","Victoria","Visiting",78.0615853
11139,"Peninsula","Victoria","Visiting",45.3979702
11231,"Peninsula","Victoria","Visiting",83.6085873
11323,"Peninsula","Victoria","Visiting",125.3310111
11413,"Peninsula","Victoria","Visiting",41.7232819
11504,"Peninsula","Victoria","Visiting",36.4367657
11596,"Peninsula","Victoria","Visiting",112.5195664
11688,"Peninsula","Victoria","Visiting",131.3822304
11778,"Peninsula","Victoria","Visiting",56.8986774
11869,"Peninsula","Victoria","Visiting",55.6344753
11961,"Peninsula","Victoria","Visiting",90.6202181
12053,"Peninsula","Victoria","Visiting",132.3565634
12143,"Peninsula","Victoria","Visiting",83.8071037
12234,"Peninsula","Victoria","Visiting",72.3035841
12326,"Peninsula","Victoria","Visiting",178.1534464
12418,"Peninsula","Victoria","Visiting",138.0279847
12509,"Peninsula","Victoria","Visiting",62.0905011
12600,"Peninsula","Victoria","Visiting",119.4091023
12692,"Peninsula","Victoria","Visiting",90.6355192
12784,"Peninsula","Victoria","Visiting",144.5270278
12874,"Peninsula","Victoria","Visiting",74.6826641
12965,"Peninsula","Victoria","Visiting",37.3195458
13057,"Peninsula","Victoria","Visiting",75.8417929
13149,"Peninsula","Victoria","Visiting",94.106526
13239,"Peninsula","Victoria","Visiting",42.70605
13330,"Peninsula","Victoria","Visiting",40.385195
13422,"Peninsula","Victoria","Visiting",122.288091
13514,"Peninsula","Victoria","Visiting",175.000436
13604,"Peninsula","Victoria","Visiting",58.2972427
13695,"Peninsula","Victoria","Visiting",64.9085359
13787,"Peninsula","Victoria","Visiting",92.8163971
13879,"Peninsula","Victoria","Visiting",144.9850817
13970,"Peninsula","Victoria","Visiting",76.9703628
14061,"Peninsula","Victoria","Visiting",52.1919511
14153,"Peninsula","Victoria","Visiting",81.11741
14245,"Peninsula","Victoria","Visiting",149.639692
14335,"Peninsula","Victoria","Visiting",100.5604703
14426,"Peninsula","Victoria","Visiting",44.6934675
14518,"Peninsula","Victoria","Visiting",71.6590052
14610,"Peninsula","Victoria","Visiting",71.6923915
14700,"Peninsula","Victoria","Visiting",47.5423895
14791,"Peninsula","Victoria","Visiting",57.0530327
14883,"Peninsula","Victoria","Visiting",70.893543
14975,"Peninsula","Victoria","Visiting",133.3777532
15065,"Peninsula","Victoria","Visiting",96.104912
15156,"Peninsula","Victoria","Visiting",57.6003202
15248,"Peninsula","Victoria","Visiting",99.1008265
15340,"Peninsula","Victoria","Visiting",141.6112139
15431,"Peninsula","Victoria","Visiting",93.423919
15522,"Peninsula","Victoria","Visiting",70.3830331
15614,"Peninsula","Victoria","Visiting",86.4162991
15706,"Peninsula","Victoria","Visiting",132.8222541
15796,"Peninsula","Victoria","Visiting",63.1085755
15887,"Peninsula","Victoria","Visiting",68.1085769
15979,"Peninsula","Victoria","Visiting",178.0505869
16071,"Peninsula","Victoria","Visiting",138.037915
16161,"Peninsula","Victoria","Visiting",87.41891
16252,"Peninsula","Victoria","Visiting",70.2104079
16344,"Peninsula","Victoria","Visiting",88.6556238
16436,"Peninsula","Victoria","Visiting",107.0918554
16526,"Peninsula","Victoria","Visiting",91.6804156
16617,"Peninsula","Victoria","Visiting",72.1271788
16709,"Peninsula","Victoria","Visiting",131.2515026
16801,"Peninsula","Victoria","Visiting",139.0015141
16892,"Peninsula","Victoria","Visiting",98.3318896
16983,"Peninsula","Victoria","Visiting",65.3170863
17075,"Peninsula","Victoria","Visiting",104.2535376
17167,"Peninsula","Victoria","Visiting",163.8229325
17257,"Peninsula","Victoria","Visiting",94.0677744
17348,"Peninsula","Victoria","Visiting",88.223549
17440,"Peninsula","Victoria","Visiting",165.450755
10227,"Phillip Island","Victoria","Business",9.5037885
10317,"Phillip Island","Victoria","Business",16.1263484
10408,"Phillip Island","Victoria","Business",0
10500,"Phillip Island","Victoria","Business",7.06972
10592,"Phillip Island","Victoria","Business",4.2534917
10682,"Phillip Island","Victoria","Business",1.2880839
10773,"Phillip Island","Victoria","Business",2.447639
10865,"Phillip Island","Victoria","Business",1.7247616
10957,"Phillip Island","Victoria","Business",8.4885276
11048,"Phillip Island","Victoria","Business",0
11139,"Phillip Island","Victoria","Business",14.5845612
11231,"Phillip Island","Victoria","Business",3.9951757
11323,"Phillip Island","Victoria","Business",5.5205842
11413,"Phillip Island","Victoria","Business",2.8065203
11504,"Phillip Island","Victoria","Business",2.1536296
11596,"Phillip Island","Victoria","Business",10.9067316
11688,"Phillip Island","Victoria","Business",10.514938
11778,"Phillip Island","Victoria","Business",0
11869,"Phillip Island","Victoria","Business",3.3407874
11961,"Phillip Island","Victoria","Business",22.5444189
12053,"Phillip Island","Victoria","Business",4.1685202
12143,"Phillip Island","Victoria","Business",16.2803874
12234,"Phillip Island","Victoria","Business",1.1762728
12326,"Phillip Island","Victoria","Business",4.6276557
12418,"Phillip Island","Victoria","Business",2.5293257
12509,"Phillip Island","Victoria","Business",4.5421135
12600,"Phillip Island","Victoria","Business",0
12692,"Phillip Island","Victoria","Business",13.700174
12784,"Phillip Island","Victoria","Business",6.2979543
12874,"Phillip Island","Victoria","Business",14.6574574
12965,"Phillip Island","Victoria","Business",6.6256232
13057,"Phillip Island","Victoria","Business",6.0927394
13149,"Phillip Island","Victoria","Business",10.048114
13239,"Phillip Island","Victoria","Business",6.598462
13330,"Phillip Island","Victoria","Business",10.81555
13422,"Phillip Island","Victoria","Business",8.999241
13514,"Phillip Island","Victoria","Business",0
13604,"Phillip Island","Victoria","Business",1.8034283
13695,"Phillip Island","Victoria","Business",1.5842003
13787,"Phillip Island","Victoria","Business",2.4719742
13879,"Phillip Island","Victoria","Business",11.0870128
13970,"Phillip Island","Victoria","Business",4.8128205
14061,"Phillip Island","Victoria","Business",6.0374665
14153,"Phillip Island","Victoria","Business",7.9434017
14245,"Phillip Island","Victoria","Business",5.2655408
14335,"Phillip Island","Victoria","Business",2.5444443
14426,"Phillip Island","Victoria","Business",1.7060857
14518,"Phillip Island","Victoria","Business",11.3649751
14610,"Phillip Island","Victoria","Business",7.5691567
14700,"Phillip Island","Victoria","Business",25.6442119
14791,"Phillip Island","Victoria","Business",14.8961768
14883,"Phillip Island","Victoria","Business",14.5674136
14975,"Phillip Island","Victoria","Business",8.9355939
15065,"Phillip Island","Victoria","Business",20.6433736
15156,"Phillip Island","Victoria","Business",17.8137429
15248,"Phillip Island","Victoria","Business",19.0335297
15340,"Phillip Island","Victoria","Business",11.1326912
15431,"Phillip Island","Victoria","Business",7.6810113
15522,"Phillip Island","Victoria","Business",22.2494431
15614,"Phillip Island","Victoria","Business",0.4867864
15706,"Phillip Island","Victoria","Business",10.5884679
15796,"Phillip Island","Victoria","Business",13.6393424
15887,"Phillip Island","Victoria","Business",39.4733362
15979,"Phillip Island","Victoria","Business",13.0960898
16071,"Phillip Island","Victoria","Business",6.6308937
16161,"Phillip Island","Victoria","Business",2.3619866
16252,"Phillip Island","Victoria","Business",6.5088892
16344,"Phillip Island","Victoria","Business",16.260152
16436,"Phillip Island","Victoria","Business",0
16526,"Phillip Island","Victoria","Business",7.6815746
16617,"Phillip Island","Victoria","Business",13.6256988
16709,"Phillip Island","Victoria","Business",13.8645832
16801,"Phillip Island","Victoria","Business",3.9505823
16892,"Phillip Island","Victoria","Business",19.0518514
16983,"Phillip Island","Victoria","Business",12.44574
17075,"Phillip Island","Victoria","Business",14.4730075
17167,"Phillip Island","Victoria","Business",23.7777116
17257,"Phillip Island","Victoria","Business",8.2943719
17348,"Phillip Island","Victoria","Business",14.4528714
17440,"Phillip Island","Victoria","Business",13.6189537
10227,"Phillip Island","Victoria","Holiday",315.9766462
10317,"Phillip Island","Victoria","Holiday",117.0447899
10408,"Phillip Island","Victoria","Holiday",66.9622922
10500,"Phillip Island","Victoria","Holiday",145.4238984
10592,"Phillip Island","Victoria","Holiday",240.6517551
10682,"Phillip Island","Victoria","Holiday",161.3740842
10773,"Phillip Island","Victoria","Holiday",80.9108996
10865,"Phillip Island","Victoria","Holiday",107.2868316
10957,"Phillip Island","Victoria","Holiday",180.9798018
11048,"Phillip Island","Victoria","Holiday",139.2736808
11139,"Phillip Island","Victoria","Holiday",108.0698823
11231,"Phillip Island","Victoria","Holiday",126.1595297
11323,"Phillip Island","Victoria","Holiday",206.3175285
11413,"Phillip Island","Victoria","Holiday",83.4536
11504,"Phillip Island","Victoria","Holiday",79.1809575
11596,"Phillip Island","Victoria","Holiday",101.9084388
11688,"Phillip Island","Victoria","Holiday",222.9588715
11778,"Phillip Island","Victoria","Holiday",156.049493
11869,"Phillip Island","Victoria","Holiday",73.2806429
11961,"Phillip Island","Victoria","Holiday",109.0978496
12053,"Phillip Island","Victoria","Holiday",254.3025541
12143,"Phillip Island","Victoria","Holiday",93.7907846
12234,"Phillip Island","Victoria","Holiday",75.7018486
12326,"Phillip Island","Victoria","Holiday",147.2768492
12418,"Phillip Island","Victoria","Holiday",184.6662761
12509,"Phillip Island","Victoria","Holiday",81.6883514
12600,"Phillip Island","Victoria","Holiday",53.7245012
12692,"Phillip Island","Victoria","Holiday",153.6150967
12784,"Phillip Island","Victoria","Holiday",233.6133827
12874,"Phillip Island","Victoria","Holiday",118.6695533
12965,"Phillip Island","Victoria","Holiday",60.5334794
13057,"Phillip Island","Victoria","Holiday",168.1207036
13149,"Phillip Island","Victoria","Holiday",259.404163
13239,"Phillip Island","Victoria","Holiday",72.611095
13330,"Phillip Island","Victoria","Holiday",67.828176
13422,"Phillip Island","Victoria","Holiday",111.766811
13514,"Phillip Island","Victoria","Holiday",283.1046693
13604,"Phillip Island","Victoria","Holiday",96.3745512
13695,"Phillip Island","Victoria","Holiday",94.3211639
13787,"Phillip Island","Victoria","Holiday",172.6969539
13879,"Phillip Island","Victoria","Holiday",281.4754402
13970,"Phillip Island","Victoria","Holiday",78.1286422
14061,"Phillip Island","Victoria","Holiday",70.8318183
14153,"Phillip Island","Victoria","Holiday",132.1539337
14245,"Phillip Island","Victoria","Holiday",240.4568773
14335,"Phillip Island","Victoria","Holiday",102.08256
14426,"Phillip Island","Victoria","Holiday",90.7241948
14518,"Phillip Island","Victoria","Holiday",94.4897058
14610,"Phillip Island","Victoria","Holiday",178.3334386
14700,"Phillip Island","Victoria","Holiday",107.2275734
14791,"Phillip Island","Victoria","Holiday",64.1999782
14883,"Phillip Island","Victoria","Holiday",137.3162104
14975,"Phillip Island","Victoria","Holiday",186.4770011
15065,"Phillip Island","Victoria","Holiday",103.4902919
15156,"Phillip Island","Victoria","Holiday",73.7831628
15248,"Phillip Island","Victoria","Holiday",130.8037721
15340,"Phillip Island","Victoria","Holiday",271.3631765
15431,"Phillip Island","Victoria","Holiday",116.492488
15522,"Phillip Island","Victoria","Holiday",86.2944857
15614,"Phillip Island","Victoria","Holiday",122.338239
15706,"Phillip Island","Victoria","Holiday",192.1344867
15796,"Phillip Island","Victoria","Holiday",141.7604454
15887,"Phillip Island","Victoria","Holiday",49.1503106
15979,"Phillip Island","Victoria","Holiday",144.1444219
16071,"Phillip Island","Victoria","Holiday",254.2614252
16161,"Phillip Island","Victoria","Holiday",126.697789
16252,"Phillip Island","Victoria","Holiday",56.6863999
16344,"Phillip Island","Victoria","Holiday",124.35331
16436,"Phillip Island","Victoria","Holiday",207.3221585
16526,"Phillip Island","Victoria","Holiday",132.3531649
16617,"Phillip Island","Victoria","Holiday",89.7176614
16709,"Phillip Island","Victoria","Holiday",155.2647782
16801,"Phillip Island","Victoria","Holiday",249.6693196
16892,"Phillip Island","Victoria","Holiday",116.900639
16983,"Phillip Island","Victoria","Holiday",114.0837522
17075,"Phillip Island","Victoria","Holiday",112.9564788
17167,"Phillip Island","Victoria","Holiday",252.9354305
17257,"Phillip Island","Victoria","Holiday",138.9224046
17348,"Phillip Island","Victoria","Holiday",96.9296368
17440,"Phillip Island","Victoria","Holiday",160.0259443
10227,"Phillip Island","Victoria","Other",0
10317,"Phillip Island","Victoria","Other",0
10408,"Phillip Island","Victoria","Other",1.7599087
10500,"Phillip Island","Victoria","Other",0
10592,"Phillip Island","Victoria","Other",0
10682,"Phillip Island","Victoria","Other",4.3462788
10773,"Phillip Island","Victoria","Other",6.3224281
10865,"Phillip Island","Victoria","Other",2.3020253
10957,"Phillip Island","Victoria","Other",4.8055428
11048,"Phillip Island","Victoria","Other",0
11139,"Phillip Island","Victoria","Other",0
11231,"Phillip Island","Victoria","Other",0
11323,"Phillip Island","Victoria","Other",5.6518678
11413,"Phillip Island","Victoria","Other",4.6602802
11504,"Phillip Island","Victoria","Other",1.7805737
11596,"Phillip Island","Victoria","Other",18.9105024
11688,"Phillip Island","Victoria","Other",0
11778,"Phillip Island","Victoria","Other",1.0761687
11869,"Phillip Island","Victoria","Other",0
11961,"Phillip Island","Victoria","Other",0
12053,"Phillip Island","Victoria","Other",2.7246526
12143,"Phillip Island","Victoria","Other",11.4797777
12234,"Phillip Island","Victoria","Other",2.6923917
12326,"Phillip Island","Victoria","Other",1.0234803
12418,"Phillip Island","Victoria","Other",5.2267073
12509,"Phillip Island","Victoria","Other",9.5477814
12600,"Phillip Island","Victoria","Other",3.9898537
12692,"Phillip Island","Victoria","Other",10.0951896
12784,"Phillip Island","Victoria","Other",4.2554952
12874,"Phillip Island","Victoria","Other",0
12965,"Phillip Island","Victoria","Other",3.9638947
